State, Facility Name, Facility ID (ORISPL), Unit ID, Year, Facility Latitude, Facility Longitude, Owner, Operator
"UT","Millcreek Power","56253","MC-1","2015","37.1124","-113.5155","City of St. George","City of St. George",
"UT","Millcreek Power","56253","MC-1","2016","37.1124","-113.5155","City of St. George","City of St. George",
"UT","Millcreek Power","56253","MC-2","2015","37.1124","-113.5155","City of St. George","City of St. George",
"UT","Millcreek Power","56253","MC-2","2016","37.1124","-113.5155","City of St. George","City of St. George",
"UT","Nebo Power Station","56177","U1","2015","40.0614","-111.7294","Utah Associated Municipal Power Systems","Utah Associated Municipal Power Systems",
"UT","Nebo Power Station","56177","U1","2016","40.0614","-111.7294","Utah Associated Municipal Power Systems","Utah Associated Municipal Power Systems",
"UT","Sunnyside Cogeneration Associates","50951","1","2015","39.5472","-110.3917","Sunnyside Cogeneration Associates","Sunnyside Cogeneration Associates",
"UT","Sunnyside Cogeneration Associates","50951","1","2016","39.5472","-110.3917","Sunnyside Cogeneration Associates","Sunnyside Cogeneration Associates",
"UT","West Valley Power Plant","55622","U1","2015","40.6663","-112.031","CER Generation, LLC","CER Generation, LLC",
"UT","West Valley Power Plant","55622","U1","2016","40.6663","-112.031","CER Generation, LLC, Utah Municipal Power Agency","CER Generation, LLC, Utah Municipal Power Agency",
"UT","West Valley Power Plant","55622","U2","2015","40.6663","-112.031","CER Generation, LLC","CER Generation, LLC",
"UT","West Valley Power Plant","55622","U2","2016","40.6663","-112.031","CER Generation, LLC, Utah Municipal Power Agency","CER Generation, LLC, Utah Municipal Power Agency",
"UT","West Valley Power Plant","55622","U3","2015","40.6663","-112.031","CER Generation, LLC","CER Generation, LLC",
"UT","West Valley Power Plant","55622","U3","2016","40.6663","-112.031","CER Generation, LLC, Utah Municipal Power Agency","CER Generation, LLC, Utah Municipal Power Agency",
"UT","West Valley Power Plant","55622","U4","2015","40.6663","-112.031","CER Generation, LLC","CER Generation, LLC",
"UT","West Valley Power Plant","55622","U4","2016","40.6663","-112.031","CER Generation, LLC, Utah Municipal Power Agency","CER Generation, LLC, Utah Municipal Power Agency",
"UT","West Valley Power Plant","55622","U5","2015","40.6663","-112.031","CER Generation, LLC","CER Generation, LLC",
"UT","West Valley Power Plant","55622","U5","2016","40.6663","-112.031","CER Generation, LLC, Utah Municipal Power Agency","CER Generation, LLC, Utah Municipal Power Agency",
"VA","Altavista Power Station","10773","1","2015","37.1183","-79.2726","Virginia Electric & Power Company","Dominion Generation",
"VA","Altavista Power Station","10773","1","2016","37.1183","-79.2726","Virginia Electric & Power Company","Dominion Generation",
"VA","Altavista Power Station","10773","2","2015","37.1183","-79.2726","Virginia Electric & Power Company","Dominion Generation",
"VA","Altavista Power Station","10773","2","2016","37.1183","-79.2726","Virginia Electric & Power Company","Dominion Generation",
"VA","Bear Garden Generating Station","56807","1A","2015","37.6961","-78.2848","Virginia Electric & Power Company","Dominion Generation",
"VA","Bear Garden Generating Station","56807","1A","2016","37.6961","-78.2848","Virginia Electric & Power Company","Dominion Generation",
"VA","Bear Garden Generating Station","56807","1B","2015","37.6961","-78.2848","Virginia Electric & Power Company","Dominion Generation",
"VA","Bear Garden Generating Station","56807","1B","2016","37.6961","-78.2848","Virginia Electric & Power Company","Dominion Generation",
"VA","Bellemeade Power Station","50966","1","2015","37.4964","-77.4319","Virginia Electric & Power Company","Dominion Generation",
"VA","Bellemeade Power Station","50966","1","2016","37.4964","-77.4319","Virginia Electric & Power Company","Dominion Generation",
"VA","Bellemeade Power Station","50966","2","2015","37.4964","-77.4319","Virginia Electric & Power Company","Dominion Generation",
"VA","Bellemeade Power Station","50966","2","2016","37.4964","-77.4319","Virginia Electric & Power Company","Dominion Generation",
"VA","Birchwood Power Facility","54304","001","2015","38.2667","-77.3147","Birchwood Power Partners, LLC","General Electric Company",
"VA","Birchwood Power Facility","54304","001","2016","38.2667","-77.3147","Birchwood Power Partners, LLC","General Electric Company",
"VA","Bremo Power Station","3796","3","2015","37.7089","-78.2878","Virginia Electric & Power Company","Dominion Generation",
"VA","Bremo Power Station","3796","3","2016","37.7089","-78.2878","Virginia Electric & Power Company","Dominion Generation",
"VA","Bremo Power Station","3796","4","2015","37.7089","-78.2878","Virginia Electric & Power Company","Dominion Generation",
"VA","Bremo Power Station","3796","4","2016","37.7089","-78.2878","Virginia Electric & Power Company","Dominion Generation",
"VA","Brunswick County Power Station","58260","1A","2016","36.7637","-77.7112","Virginia Electric & Power Company","Dominion Generation",
"VA","Brunswick County Power Station","58260","1B","2016","36.7637","-77.7112","Virginia Electric & Power Company","Dominion Generation",
"VA","Brunswick County Power Station","58260","1C","2016","36.7637","-77.7112","Virginia Electric & Power Company","Dominion Generation",
"VA","Buchanan Units 1 & 2","55738","1","2015","37.1753","-81.9617","Buchanan Generation, LLC, FirstEnergy Generation Corporation","Buchanan Generation, LLC",
"VA","Buchanan Units 1 & 2","55738","1","2016","37.1753","-81.9617","Buchanan Generation, LLC, FirstEnergy Generation Corporation","Buchanan Generation, LLC",
"VA","Buchanan Units 1 & 2","55738","2","2015","37.1753","-81.9617","Buchanan Generation, LLC, FirstEnergy Generation Corporation","Buchanan Generation, LLC",
"VA","Buchanan Units 1 & 2","55738","2","2016","37.1753","-81.9617","Buchanan Generation, LLC, FirstEnergy Generation Corporation","Buchanan Generation, LLC",
"VA","Celanese Acetate LLC","52089","BLR007","2015","37.3451","-80.764","Celanese Acetate, LLC","Celanese Acetate, LLC",
"VA","Celanese Acetate LLC","52089","BLR008","2015","37.3451","-80.764","Celanese Acetate, LLC","Celanese Acetate, LLC",
"VA","Chesterfield Power Station","3797","**8A","2015","37.3822","-77.3833","Virginia Electric & Power Company","Dominion Generation",
"VA","Chesterfield Power Station","3797","**8A","2016","37.3822","-77.3833","Virginia Electric & Power Company","Dominion Generation",
"VA","Chesterfield Power Station","3797","3","2015","37.3822","-77.3833","Virginia Electric & Power Company","Dominion Generation",
"VA","Chesterfield Power Station","3797","3","2016","37.3822","-77.3833","Virginia Electric & Power Company","Dominion Generation",
"VA","Chesterfield Power Station","3797","4","2015","37.3822","-77.3833","Virginia Electric & Power Company","Dominion Generation",
"VA","Chesterfield Power Station","3797","4","2016","37.3822","-77.3833","Virginia Electric & Power Company","Dominion Generation",
"VA","Chesterfield Power Station","3797","5","2015","37.3822","-77.3833","Virginia Electric & Power Company","Dominion Generation",
"VA","Chesterfield Power Station","3797","5","2016","37.3822","-77.3833","Virginia Electric & Power Company","Dominion Generation",
"VA","Chesterfield Power Station","3797","6","2015","37.3822","-77.3833","Virginia Electric & Power Company","Dominion Generation",
"VA","Chesterfield Power Station","3797","6","2016","37.3822","-77.3833","Virginia Electric & Power Company","Dominion Generation",
"VA","Chesterfield Power Station","3797","7","2015","37.3822","-77.3833","Virginia Electric & Power Company","Dominion Generation",
"VA","Chesterfield Power Station","3797","7","2016","37.3822","-77.3833","Virginia Electric & Power Company","Dominion Generation",
"VA","Clinch River","3775","1","2015","36.9333","-82.1997","Appalachian Power Company","Appalachian Power Company",
"VA","Clinch River","3775","1","2016","36.9333","-82.1997","Appalachian Power Company","Appalachian Power Company",
"VA","Clinch River","3775","2","2015","36.9333","-82.1997","Appalachian Power Company","Appalachian Power Company",
"VA","Clinch River","3775","2","2016","36.9333","-82.1997","Appalachian Power Company","Appalachian Power Company",
"VA","Clinch River","3775","3","2015","36.9333","-82.1997","Appalachian Power Company","Appalachian Power Company",
"VA","Clover Power Station","7213","1","2015","36.8692","-78.7046","Old Dominion Electric Cooperative, Virginia Electric & Power Company","Dominion Generation",
"VA","Clover Power Station","7213","1","2016","36.8692","-78.7046","Old Dominion Electric Cooperative, Virginia Electric & Power Company","Dominion Generation",
"VA","Clover Power Station","7213","2","2015","36.8692","-78.7046","Old Dominion Electric Cooperative, Virginia Electric & Power Company","Dominion Generation",
"VA","Clover Power Station","7213","2","2016","36.8692","-78.7046","Old Dominion Electric Cooperative, Virginia Electric & Power Company","Dominion Generation",
"VA","Cogentrix-Hopewell","10377","BLR01A","2015","37.2939","-77.2697","James River Cogeneration Company","James River Cogeneration Company",
"VA","Cogentrix-Hopewell","10377","BLR01A","2016","37.2939","-77.2697","James River Cogeneration Company","James River Cogeneration Company",
"VA","Cogentrix-Hopewell","10377","BLR01B","2015","37.2939","-77.2697","James River Cogeneration Company","James River Cogeneration Company",
"VA","Cogentrix-Hopewell","10377","BLR01B","2016","37.2939","-77.2697","James River Cogeneration Company","James River Cogeneration Company",
"VA","Cogentrix-Hopewell","10377","BLR01C","2015","37.2939","-77.2697","James River Cogeneration Company","James River Cogeneration Company",
"VA","Cogentrix-Hopewell","10377","BLR01C","2016","37.2939","-77.2697","James River Cogeneration Company","James River Cogeneration Company",
"VA","Cogentrix-Hopewell","10377","BLR02A","2015","37.2939","-77.2697","James River Cogeneration Company","James River Cogeneration Company",
"VA","Cogentrix-Hopewell","10377","BLR02A","2016","37.2939","-77.2697","James River Cogeneration Company","James River Cogeneration Company",
"VA","Cogentrix-Hopewell","10377","BLR02B","2015","37.2939","-77.2697","James River Cogeneration Company","James River Cogeneration Company",
"VA","Cogentrix-Hopewell","10377","BLR02B","2016","37.2939","-77.2697","James River Cogeneration Company","James River Cogeneration Company",
"VA","Cogentrix-Hopewell","10377","BLR02C","2015","37.2939","-77.2697","James River Cogeneration Company","James River Cogeneration Company",
"VA","Cogentrix-Hopewell","10377","BLR02C","2016","37.2939","-77.2697","James River Cogeneration Company","James River Cogeneration Company",
"VA","Cogentrix-Portsmouth","10071","BLR01A","2015","36.8703","-76.3519","Cogentrix Virginia Leasing Corporation","Cogentrix Virginia Leasing Corporation",
"VA","Cogentrix-Portsmouth","10071","BLR01A","2016","36.8703","-76.3519","Cogentrix Virginia Leasing Corporation","Cogentrix Virginia Leasing Corporation",
"VA","Cogentrix-Portsmouth","10071","BLR01B","2015","36.8703","-76.3519","Cogentrix Virginia Leasing Corporation","Cogentrix Virginia Leasing Corporation",
"VA","Cogentrix-Portsmouth","10071","BLR01B","2016","36.8703","-76.3519","Cogentrix Virginia Leasing Corporation","Cogentrix Virginia Leasing Corporation",
"VA","Cogentrix-Portsmouth","10071","BLR01C","2015","36.8703","-76.3519","Cogentrix Virginia Leasing Corporation","Cogentrix Virginia Leasing Corporation",
"VA","Cogentrix-Portsmouth","10071","BLR01C","2016","36.8703","-76.3519","Cogentrix Virginia Leasing Corporation","Cogentrix Virginia Leasing Corporation",
"VA","Cogentrix-Portsmouth","10071","BLR02A","2015","36.8703","-76.3519","Cogentrix Virginia Leasing Corporation","Cogentrix Virginia Leasing Corporation",
"VA","Cogentrix-Portsmouth","10071","BLR02A","2016","36.8703","-76.3519","Cogentrix Virginia Leasing Corporation","Cogentrix Virginia Leasing Corporation",
"VA","Cogentrix-Portsmouth","10071","BLR02B","2015","36.8703","-76.3519","Cogentrix Virginia Leasing Corporation","Cogentrix Virginia Leasing Corporation",
"VA","Cogentrix-Portsmouth","10071","BLR02B","2016","36.8703","-76.3519","Cogentrix Virginia Leasing Corporation","Cogentrix Virginia Leasing Corporation",
"VA","Cogentrix-Portsmouth","10071","BLR02C","2015","36.8703","-76.3519","Cogentrix Virginia Leasing Corporation","Cogentrix Virginia Leasing Corporation",
"VA","Cogentrix-Portsmouth","10071","BLR02C","2016","36.8703","-76.3519","Cogentrix Virginia Leasing Corporation","Cogentrix Virginia Leasing Corporation",
"VA","Commonwealth Chesapeake","55381","CT-001","2015","37.9892","-75.54","Commonwealth Chesapeake Company","Commonwealth Chesapeake Company",
"VA","Commonwealth Chesapeake","55381","CT-001","2016","37.9892","-75.54","Commonwealth Chesapeake Company","Commonwealth Chesapeake Company",
"VA","Commonwealth Chesapeake","55381","CT-002","2015","37.9892","-75.54","Commonwealth Chesapeake Company","Commonwealth Chesapeake Company",
"VA","Commonwealth Chesapeake","55381","CT-002","2016","37.9892","-75.54","Commonwealth Chesapeake Company","Commonwealth Chesapeake Company",
"VA","Commonwealth Chesapeake","55381","CT-003","2015","37.9892","-75.54","Commonwealth Chesapeake Company","Commonwealth Chesapeake Company",
"VA","Commonwealth Chesapeake","55381","CT-003","2016","37.9892","-75.54","Commonwealth Chesapeake Company","Commonwealth Chesapeake Company",
"VA","Commonwealth Chesapeake","55381","CT-004","2015","37.9892","-75.54","Commonwealth Chesapeake Company","Commonwealth Chesapeake Company",
"VA","Commonwealth Chesapeake","55381","CT-004","2016","37.9892","-75.54","Commonwealth Chesapeake Company","Commonwealth Chesapeake Company",
"VA","Commonwealth Chesapeake","55381","CT-005","2015","37.9892","-75.54","Commonwealth Chesapeake Company","Commonwealth Chesapeake Company",
"VA","Commonwealth Chesapeake","55381","CT-005","2016","37.9892","-75.54","Commonwealth Chesapeake Company","Commonwealth Chesapeake Company",
"VA","Commonwealth Chesapeake","55381","CT-006","2015","37.9892","-75.54","Commonwealth Chesapeake Company","Commonwealth Chesapeake Company",
"VA","Commonwealth Chesapeake","55381","CT-006","2016","37.9892","-75.54","Commonwealth Chesapeake Company","Commonwealth Chesapeake Company",
"VA","Commonwealth Chesapeake","55381","CT-007","2015","37.9892","-75.54","Commonwealth Chesapeake Company","Commonwealth Chesapeake Company",
"VA","Commonwealth Chesapeake","55381","CT-007","2016","37.9892","-75.54","Commonwealth Chesapeake Company","Commonwealth Chesapeake Company",
"VA","Darbytown Combustion Turbine","7212","1","2015","37.4978","-77.368","Virginia Electric & Power Company","Dominion Generation",
"VA","Darbytown Combustion Turbine","7212","1","2016","37.4978","-77.368","Virginia Electric & Power Company","Dominion Generation",
"VA","Darbytown Combustion Turbine","7212","2","2015","37.4978","-77.368","Virginia Electric & Power Company","Dominion Generation",
"VA","Darbytown Combustion Turbine","7212","2","2016","37.4978","-77.368","Virginia Electric & Power Company","Dominion Generation",
"VA","Darbytown Combustion Turbine","7212","3","2015","37.4978","-77.368","Virginia Electric & Power Company","Dominion Generation",
"VA","Darbytown Combustion Turbine","7212","3","2016","37.4978","-77.368","Virginia Electric & Power Company","Dominion Generation",
"VA","Darbytown Combustion Turbine","7212","4","2015","37.4978","-77.368","Virginia Electric & Power Company","Dominion Generation",
"VA","Darbytown Combustion Turbine","7212","4","2016","37.4978","-77.368","Virginia Electric & Power Company","Dominion Generation",
"VA","Doswell Limited Partnership","52019","501","2015","37.8181","-77.4478","Doswell Limited Partnership","Doswell Limited Partnership",
"VA","Doswell Limited Partnership","52019","501","2016","37.8181","-77.4478","Doswell Limited Partnership","Doswell Limited Partnership",
"VA","Doswell Limited Partnership","52019","502","2015","37.8181","-77.4478","Doswell Limited Partnership","Doswell Limited Partnership",
"VA","Doswell Limited Partnership","52019","502","2016","37.8181","-77.4478","Doswell Limited Partnership","Doswell Limited Partnership",
"VA","Doswell Limited Partnership","52019","601","2015","37.8181","-77.4478","Doswell Limited Partnership","Doswell Limited Partnership",
"VA","Doswell Limited Partnership","52019","601","2016","37.8181","-77.4478","Doswell Limited Partnership","Doswell Limited Partnership",
"VA","Doswell Limited Partnership","52019","602","2015","37.8181","-77.4478","Doswell Limited Partnership","Doswell Limited Partnership",
"VA","Doswell Limited Partnership","52019","602","2016","37.8181","-77.4478","Doswell Limited Partnership","Doswell Limited Partnership",
"VA","Doswell Limited Partnership","52019","CT1","2015","37.8181","-77.4478","Doswell Limited Partnership","Doswell Limited Partnership",
"VA","Doswell Limited Partnership","52019","CT1","2016","37.8181","-77.4478","Doswell Limited Partnership","Doswell Limited Partnership",
"VA","Elizabeth River Combustion Turbine Sta","52087","CT-1","2015","36.7743","-76.3119","Virginia Electric & Power Company","Dominion Generation",
"VA","Elizabeth River Combustion Turbine Sta","52087","CT-1","2016","36.7743","-76.3119","Virginia Electric & Power Company","Dominion Generation",
"VA","Elizabeth River Combustion Turbine Sta","52087","CT-2","2015","36.7743","-76.3119","Virginia Electric & Power Company","Dominion Generation",
"VA","Elizabeth River Combustion Turbine Sta","52087","CT-2","2016","36.7743","-76.3119","Virginia Electric & Power Company","Dominion Generation",
"VA","Elizabeth River Combustion Turbine Sta","52087","CT-3","2015","36.7743","-76.3119","Virginia Electric & Power Company","Dominion Generation",
"VA","Elizabeth River Combustion Turbine Sta","52087","CT-3","2016","36.7743","-76.3119","Virginia Electric & Power Company","Dominion Generation",
"VA","GP Big Island, LLC","50479","6","2015","37.534","-79.357","GP Big Island, LLC","GP Big Island, LLC",
"VA","GP Big Island, LLC","50479","6","2016","37.534","-79.357","GP Big Island, LLC","GP Big Island, LLC",
"VA","Glen Lyn","3776","51","2015","37.3704","-80.8639","Appalachian Power Company","Appalachian Power Company",
"VA","Glen Lyn","3776","52","2015","37.3704","-80.8639","Appalachian Power Company","Appalachian Power Company",
"VA","Glen Lyn","3776","6","2015","37.3704","-80.8639","Appalachian Power Company","Appalachian Power Company",
"VA","Gordonsville Power Station","54844","1","2015","38.1245","-78.2031","Virginia Electric & Power Company","Dominion Generation",
"VA","Gordonsville Power Station","54844","1","2016","38.1245","-78.2031","Virginia Electric & Power Company","Dominion Generation",
"VA","Gordonsville Power Station","54844","2","2015","38.1245","-78.2031","Virginia Electric & Power Company","Dominion Generation",
"VA","Gordonsville Power Station","54844","2","2016","38.1245","-78.2031","Virginia Electric & Power Company","Dominion Generation",
"VA","Gravel Neck Combustion Turbine","7032","3","2015","37.1575","-76.6911","Virginia Electric & Power Company","Dominion Generation",
"VA","Gravel Neck Combustion Turbine","7032","3","2016","37.1575","-76.6911","Virginia Electric & Power Company","Dominion Generation",
"VA","Gravel Neck Combustion Turbine","7032","4","2015","37.1575","-76.6911","Virginia Electric & Power Company","Dominion Generation",
"VA","Gravel Neck Combustion Turbine","7032","4","2016","37.1575","-76.6911","Virginia Electric & Power Company","Dominion Generation",
"VA","Gravel Neck Combustion Turbine","7032","5","2015","37.1575","-76.6911","Virginia Electric & Power Company","Dominion Generation",
"VA","Gravel Neck Combustion Turbine","7032","5","2016","37.1575","-76.6911","Virginia Electric & Power Company","Dominion Generation",
"VA","Gravel Neck Combustion Turbine","7032","6","2015","37.1575","-76.6911","Virginia Electric & Power Company","Dominion Generation",
"VA","Gravel Neck Combustion Turbine","7032","6","2016","37.1575","-76.6911","Virginia Electric & Power Company","Dominion Generation",
"VA","Hopewell Cogeneration Facility","10633","1","2015","37.2914","-77.2821","IPR-GDF SUEZ North America","Hopewell Cogeneration Facility",
"VA","Hopewell Cogeneration Facility","10633","1","2016","37.2914","-77.2821","IPR-GDF SUEZ North America","Hopewell Cogeneration Facility",
"VA","Hopewell Cogeneration Facility","10633","2","2015","37.2914","-77.2821","IPR-GDF SUEZ North America","Hopewell Cogeneration Facility",
"VA","Hopewell Cogeneration Facility","10633","2","2016","37.2914","-77.2821","IPR-GDF SUEZ North America","Hopewell Cogeneration Facility",
"VA","Hopewell Cogeneration Facility","10633","3","2015","37.2914","-77.2821","IPR-GDF SUEZ North America","Hopewell Cogeneration Facility",
"VA","Hopewell Cogeneration Facility","10633","3","2016","37.2914","-77.2821","IPR-GDF SUEZ North America","Hopewell Cogeneration Facility",
"VA","Hopewell Power Station","10771","1","2015","37.2969","-77.2833","Virginia Electric & Power Company","Dominion Generation",
"VA","Hopewell Power Station","10771","1","2016","37.2969","-77.2833","Virginia Electric & Power Company","Dominion Generation",
"VA","Hopewell Power Station","10771","2","2015","37.2969","-77.2833","Virginia Electric & Power Company","Dominion Generation",
"VA","Hopewell Power Station","10771","2","2016","37.2969","-77.2833","Virginia Electric & Power Company","Dominion Generation",
"VA","International Paper-Franklin Mill","52152","029","2015","36.6803","-76.9128","International Paper Company","International Paper Company",
"VA","International Paper-Franklin Mill","52152","029","2016","36.6803","-76.9128","International Paper Company","International Paper Company",
"VA","Ladysmith Combustion Turbine Sta","7839","1","2015","38.0725","-77.5141","Virginia Electric & Power Company","Dominion Generation",
"VA","Ladysmith Combustion Turbine Sta","7839","1","2016","38.0725","-77.5141","Virginia Electric & Power Company","Dominion Generation",
"VA","Ladysmith Combustion Turbine Sta","7839","2","2015","38.0725","-77.5141","Virginia Electric & Power Company","Dominion Generation",
"VA","Ladysmith Combustion Turbine Sta","7839","2","2016","38.0725","-77.5141","Virginia Electric & Power Company","Dominion Generation",
"VA","Ladysmith Combustion Turbine Sta","7839","3","2015","38.0725","-77.5141","Virginia Electric & Power Company","Dominion Generation",
"VA","Ladysmith Combustion Turbine Sta","7839","3","2016","38.0725","-77.5141","Virginia Electric & Power Company","Dominion Generation",
"VA","Ladysmith Combustion Turbine Sta","7839","4","2015","38.0725","-77.5141","Virginia Electric & Power Company","Dominion Generation",
"VA","Ladysmith Combustion Turbine Sta","7839","4","2016","38.0725","-77.5141","Virginia Electric & Power Company","Dominion Generation",
"VA","Ladysmith Combustion Turbine Sta","7839","5","2015","38.0725","-77.5141","Virginia Electric & Power Company","Dominion Generation",
"VA","Ladysmith Combustion Turbine Sta","7839","5","2016","38.0725","-77.5141","Virginia Electric & Power Company","Dominion Generation",
"VA","Louisa Generation Facility","7837","EU1","2015","38.1181","-78.2139","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","Louisa Generation Facility","7837","EU1","2016","38.1181","-78.2139","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","Louisa Generation Facility","7837","EU2","2015","38.1181","-78.2139","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","Louisa Generation Facility","7837","EU2","2016","38.1181","-78.2139","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","Louisa Generation Facility","7837","EU3","2015","38.1181","-78.2139","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","Louisa Generation Facility","7837","EU3","2016","38.1181","-78.2139","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","Louisa Generation Facility","7837","EU4","2015","38.1181","-78.2139","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","Louisa Generation Facility","7837","EU4","2016","38.1181","-78.2139","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","Louisa Generation Facility","7837","EU5","2015","38.1181","-78.2139","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","Louisa Generation Facility","7837","EU5","2016","38.1181","-78.2139","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","Marsh Run Generation Facility","7836","EU1","2015","38.5283","-77.7681","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","Marsh Run Generation Facility","7836","EU1","2016","38.5283","-77.7681","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","Marsh Run Generation Facility","7836","EU2","2015","38.5283","-77.7681","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","Marsh Run Generation Facility","7836","EU2","2016","38.5283","-77.7681","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","Marsh Run Generation Facility","7836","EU3","2015","38.5283","-77.7681","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","Marsh Run Generation Facility","7836","EU3","2016","38.5283","-77.7681","Old Dominion Electric Cooperative","Old Dominion Electric Cooperative",
"VA","MeadWestvaco of Virginia, Covington","50900","001","2015","37.7997","-79.9946","MeadWestvaco of Virginia, Covington","MeadWestvaco of Virginia, Covington",
"VA","MeadWestvaco of Virginia, Covington","50900","001","2016","37.7997","-79.9946","MeadWestvaco of Virginia, Covington","MeadWestvaco of Virginia, Covington",
"VA","MeadWestvaco of Virginia, Covington","50900","002","2015","37.7997","-79.9946","MeadWestvaco of Virginia, Covington","MeadWestvaco of Virginia, Covington",
"VA","MeadWestvaco of Virginia, Covington","50900","002","2016","37.7997","-79.9946","MeadWestvaco of Virginia, Covington","MeadWestvaco of Virginia, Covington",
"VA","MeadWestvaco of Virginia, Covington","50900","003","2015","37.7997","-79.9946","MeadWestvaco of Virginia, Covington","MeadWestvaco of Virginia, Covington",
"VA","MeadWestvaco of Virginia, Covington","50900","003","2016","37.7997","-79.9946","MeadWestvaco of Virginia, Covington","MeadWestvaco of Virginia, Covington",
"VA","MeadWestvaco of Virginia, Covington","50900","004","2015","37.7997","-79.9946","MeadWestvaco of Virginia, Covington","MeadWestvaco of Virginia, Covington",
"VA","MeadWestvaco of Virginia, Covington","50900","004","2016","37.7997","-79.9946","MeadWestvaco of Virginia, Covington","MeadWestvaco of Virginia, Covington",
"VA","MeadWestvaco of Virginia, Covington","50900","005","2015","37.7997","-79.9946","MeadWestvaco of Virginia, Covington","MeadWestvaco of Virginia, Covington",
"VA","MeadWestvaco of Virginia, Covington","50900","005","2016","37.7997","-79.9946","MeadWestvaco of Virginia, Covington","MeadWestvaco of Virginia, Covington",
"VA","MeadWestvaco of Virginia, Covington","50900","011","2015","37.7997","-79.9946","MeadWestvaco of Virginia, Covington","MeadWestvaco of Virginia, Covington",
"VA","MeadWestvaco of Virginia, Covington","50900","011","2016","37.7997","-79.9946","MeadWestvaco of Virginia, Covington","MeadWestvaco of Virginia, Covington",
"VA","Mecklenburg Power Station","52007","1","2015","36.6009","-78.53","Virginia Electric & Power Company","Dominion Generation",
"VA","Mecklenburg Power Station","52007","1","2016","36.6009","-78.53","Virginia Electric & Power Company","Dominion Generation",
"VA","Mecklenburg Power Station","52007","2","2015","36.6009","-78.53","Virginia Electric & Power Company","Dominion Generation",
"VA","Mecklenburg Power Station","52007","2","2016","36.6009","-78.53","Virginia Electric & Power Company","Dominion Generation",
"VA","Possum Point Power Station","3804","3","2015","38.5367","-77.2806","Virginia Electric & Power Company","Dominion Generation",
"VA","Possum Point Power Station","3804","3","2016","38.5367","-77.2806","Virginia Electric & Power Company","Dominion Generation",
"VA","Possum Point Power Station","3804","4","2015","38.5367","-77.2806","Virginia Electric & Power Company","Dominion Generation",
"VA","Possum Point Power Station","3804","4","2016","38.5367","-77.2806","Virginia Electric & Power Company","Dominion Generation",
"VA","Possum Point Power Station","3804","5","2015","38.5367","-77.2806","Virginia Electric & Power Company","Dominion Generation",
"VA","Possum Point Power Station","3804","5","2016","38.5367","-77.2806","Virginia Electric & Power Company","Dominion Generation",
"VA","Possum Point Power Station","3804","6A","2015","38.5367","-77.2806","Virginia Electric & Power Company","Dominion Generation",
"VA","Possum Point Power Station","3804","6A","2016","38.5367","-77.2806","Virginia Electric & Power Company","Dominion Generation",
"VA","Possum Point Power Station","3804","6B","2015","38.5367","-77.2806","Virginia Electric & Power Company","Dominion Generation",
"VA","Possum Point Power Station","3804","6B","2016","38.5367","-77.2806","Virginia Electric & Power Company","Dominion Generation",
"VA","Remington Combustion Turbine Station","7838","1","2015","38.5447","-77.7707","Virginia Electric & Power Company","Dominion Generation",
"VA","Remington Combustion Turbine Station","7838","1","2016","38.5447","-77.7707","Virginia Electric & Power Company","Dominion Generation",
"VA","Remington Combustion Turbine Station","7838","2","2015","38.5447","-77.7707","Virginia Electric & Power Company","Dominion Generation",
"VA","Remington Combustion Turbine Station","7838","2","2016","38.5447","-77.7707","Virginia Electric & Power Company","Dominion Generation",
"VA","Remington Combustion Turbine Station","7838","3","2015","38.5447","-77.7707","Virginia Electric & Power Company","Dominion Generation",
"VA","Remington Combustion Turbine Station","7838","3","2016","38.5447","-77.7707","Virginia Electric & Power Company","Dominion Generation",
"VA","Remington Combustion Turbine Station","7838","4","2015","38.5447","-77.7707","Virginia Electric & Power Company","Dominion Generation",
"VA","Remington Combustion Turbine Station","7838","4","2016","38.5447","-77.7707","Virginia Electric & Power Company","Dominion Generation",
"VA","RockTenn West Point Mill","10017","002","2015","37.5392","-76.8053","RockTenn","RockTenn",
"VA","RockTenn West Point Mill","10017","002","2016","37.5392","-76.8053","RockTenn","RockTenn",
"VA","Southampton Power Station","10774","1","2015","36.6525","-76.9953","Virginia Electric & Power Company","Dominion Generation",
"VA","Southampton Power Station","10774","1","2016","36.6525","-76.9953","Virginia Electric & Power Company","Dominion Generation",
